,document,sentence,label
26,out\318.json,"Strong communication skills, both written and spoken",1
27,out\318.json,Strong solution design skills,1
28,out\318.json,The ability to operate with urgency and prioritise work accordingly,1
29,out\318.json,Strong requirements analysis skills,1
30,out\318.json,Strong Team Player,1
31,out\318.json,Takes personal responsibility to deliver results,1
32,out\318.json,"CMC Markets is an equal opportunities employer and positively encourages applications from suitably qualified and eligible candidates regardless of gender, sexual orientation, marital or civil partner status, gender reassignment, race, colour, nationality, ethnic or national origin, religion or belief, disability or age",0
0,out\319.json,A Software Developer (Python) position is open at a leading life science institute in Cambridge,0
1,out\319.json,This is a fantastic opportunity at an institute that is at the cutting edge of technology/science,0
2,out\319.json,"You would be working under the guidance of the lead to support areas such as data analytics pipelines to be operated at scale and performance, tracking samples, tracking partner onboarding, and receiving results from data samples using a web-based porta are a few of the areas you will be supporting",0
3,out\319.json,The main area of your role will be to develop powerful but maintainable software products and tools meeting the needs of the projects within the institute,0
4,out\319.json,"Developing and testing to include external product integrations, applications, integrations",0
5,out\319.json,Working with the product delivery teams to deliver integrated products,0
6,out\319.json,"Following the Agile environment, working with product team to support sprint definitions, product features and user stories",0
7,out\319.json,"You will also be making sure all environments and tools are in place for the development, testing and production",0
8,out\319.json,"You will be involved in CI/CD, testing, issue management and source control management",0
9,out\319.json,"This institute works with Agile Software Development methods, developing and integrating full-stack for deployment in cloud environments, develop systems that capture, maintain, and verify field -generated metadata",0
10,out\319.json,"They also use multiple back-end and front-end languages and libraries, web servers, web services, UX/UI design, API’S, databases, and database design",0
11,out\319.json,"You will be expected to also have knowledge and experience with software development practices like Gitlab, version control, and CI",0
12,out\319.json,If this sounds of interest to you then please do apply below,0
0,out\320.json,"Frontier is an established, market leading independent developer and publisher of videogames for PC and consoles",0
1,out\320.json,"We have achieved serial successes across a wide variety of titles including Elite Dangerous, Planet Coaster, Jurassic World Evolution,_ Planet Zoo and F1 Manager_",0
2,out\320.json,"Founded in 1994, we are based in the world-leading technology cluster and historic city of Cambridge, England",0
3,out\320.json,"With a growing team of over 800 talented people supporting our existing portfolio and ambitious future roadmap, along with our publishing label Frontier Foundry, we are passionate about creating innovative genre-leading games and authentic worlds for our communities of players",0
4,out\320.json,*Purpose of the Role*,0
5,out\320.json,We have an exciting opportunity for a dedicated graduate animation programmer to work with our highly talented and experienced animation team,0
6,out\320.json,"Working in our in-house Cobra engine you will create technology that improves how we create and use animations, both in developing tools and processes, and working directly on runtime animation systems specific to each game",0
7,out\320.json,"We have a proud history of great character animation, ranging from heavily stylised to realistic behaviours, across both cinematic sequences and real-time motion",0
8,out\320.json,"Many of our games also feature mechanical animation and physically-driven responses, presenting many novel challenges beyond established skeletal animation techniques",0
9,out\320.json,"Fantastic animation will play a huge part in our future success, with games such as Planet Zoo and Jurassic World Evolution leading the way",0
10,out\320.json,Your passion for animation and game technology will be pivotal to delivering the quality that we strive for in all our games,0
11,out\320.json,Responsibilities,0
12,out\320.json,Write code in our proprietary Cobra game engine,0
13,out\320.json,Expanding and improving animation technology within the Cobra engine and supporting tools,0
14,out\320.json,Working with the animation department to deliver high quality authored and procedural animation for each of our games,0
15,out\320.json,Join the team in improving each other’s code through peer review,0
16,out\320.json,About you,0
17,out\320.json,Strong analytical and problem solving skills,0
18,out\320.json,Able to write code that is maintainable and understandable by others,0
19,out\320.json,Ability to communicate effectively with team members,0
20,out\320.json,"Qualifications, Skills & Experience",1
21,out\320.json,Essential,1
22,out\320.json,C++ experience strongly preferred,1
23,out\320.json,"A good understanding of Computer Science fundamentals such as Data Structures and Algorithms, ideally through a Computer Science, Maths or similar degree",1
24,out\320.json,A strong understanding of mathematics for game development,1
25,out\320.json,"Some experience developing games either in your own time, as part of your studies, or as an intern (industry experience not essential)",1
26,out\320.json,*,1
27,out\320.json,Desirable*,1
28,out\320.json,Familiarity with game asset pipelines and animations authoring tools,1
29,out\320.json,"Experience developing animations systems, handling complex animation blend trees and graphs to produce naturalistic behaviours",1
30,out\320.json,"What we can offer youWe offer the chance to work with talented and passionate people, developing and publishing sophisticated and enduring games in a creative and collaborative environment",0
31,out\320.json,"We love what we do, and we work hard to provide outstanding experiences for our player communities",0
32,out\320.json,Frontier rewards this passion and determination by sharing in the company’s success and by supporting our teams to keep doing what they love,0
33,out\320.json,Well-being is a big focus at Frontier and we are continually evolving how we can support our staff,0
